titulo,subtitulo,autor,data,secao,texto,url 
Atuação do DEM incomoda dirigentes partidários,Nao possui,Nao possui,04/04/2019 16:45:20,Brasil,"<p>Dirigentes de outros partidos começam a se incomodar com a atuação do DEM, que ocupa três ministérios no governo de Jair Bolsonaro, relata Caio Junqueira em <strong>Crusoé</strong>...</p>",https://www.oantagonista.com/brasil/atuacao-dem-incomoda-dirigentes-partidarios/
Ministro do TSE será julgado na 1ª instância,Nao possui,Nao possui,04/04/2019 16:36:20,Brasil,"<p>Celso de Mello mandou à primeira instância de Brasília denúncia contra o ministro do TSE Admar Gonzaga, por suposta agressão à ex-mulher...</p>",https://www.oantagonista.com/brasil/ministro-tse-sera-julgado-na-1a-instancia/
A justificativa da OAB,Nao possui,Nao possui,04/04/2019 16:27:26,Brasil,"<p>O novo presidente da OAB, Felipe Santa Cruz, quer usar o tempo que ganhou com o adiamento da decisão do STF sobre a prisão em segunda instância, para ""revalidar"" a posição da entidade...</p>",https://www.oantagonista.com/brasil/justificativa-da-oab/
TJ-PR solta Beto Richa,Nao possui,Nao possui,04/04/2019 16:24:44,Brasil,<p>A 2ª Câmara Criminal do TJ do Paraná acaba de conceder habeas corpus ao tucano Beto Richa...</p>,https://www.oantagonista.com/brasil/tj-pr-solta-beto-richa/
TEMER E FILHA VIRAM RÉUS POR LAVAGEM,Nao possui,Nao possui,04/04/2019 16:18:59,Brasil,<p>Michel Temer e a filha Maristela viraram réus por lavagem de dinheiro...</p>,https://www.oantagonista.com/brasil/temer-e-filha-viram-reus-por-lavagem/
Aliados de Temer no Sebrae devem ser destituídos,Nao possui,Nao possui,04/04/2019 16:16:32,Economia,"<p>Eleita em novembro por indicação de Michel Temer, a atual direção do Sebrae deve ser destituída em abril, informa Igor Gadelha em <strong>Crusoé</strong>...</p>",https://www.oantagonista.com/economia/aliados-de-temer-no-sebrae-devem-ser-destituidos/
Frota busca apoio para derrubar líder do governo na Câmara,Nao possui,Nao possui,04/04/2019 16:08:33,Brasil,"<p>Alexandre Frota procurou lideranças e enviou mensagens a parlamentares do Centrão nos últimos dias pedindo apoio para derrubar o líder do governo na Câmara, Major Vitor Hugo...</p>",https://www.oantagonista.com/brasil/frota-busca-apoio-para-derrubar-lider-governo-na-camara/
Marco Aurélio ironiza adiamento,Nao possui,Nao possui,04/04/2019 16:07:41,Brasil,"<p>Relator das ações que buscam derrubar a prisão em segunda instância, Marco Aurélio Mello ironizou a decisão de Dias Toffoli de adiar, para data indefinida, o dia do julgamento...</p>",https://www.oantagonista.com/brasil/marco-aurelio-ironiza-adiamento/
"“Tudo ocorreu em alto nível”, diz Bolsonaro sobre diálogo com partidos",Nao possui,Nao possui,04/04/2019 16:07:14,Brasil,"<p>Jair Bolsonaro foi ao Twitter dizer que ""nada se falou sobre cargos"" nas conversas com presidentes e líderes de partidos. ""Tudo ocorreu em alto nível.""...</p>",https://www.oantagonista.com/brasil/tudo-ocorreu-em-alto-nivel-diz-bolsonaro-sobre-dialogo-com-partidos/
Moro apresenta a Bolsonaro plano contra crimes violentos,Nao possui,Nao possui,04/04/2019 16:02:50,Sociedade,<p>Sergio Moro apresentou hoje a Jair Bolsonaro um projeto para reduzir crimes violentos...</p>,https://www.oantagonista.com/sociedade/moro-apresenta-bolsonaro-plano-contra-crimes-violentos/
"“Paulo Guedes não foi feito para a política”, diz deputado do PSL",Nao possui,Nao possui,04/04/2019 16:01:32,Brasil,"<p>O Antagonista conversou com o deputado Coronel Tadeu, do PSL, um dos únicos aliados de Jair Bolsonaro a conseguir perguntar para Paulo Guedes na sessão da CCJ ontem.<br><br>“O saldo poderia ser muito melhor. Paulo Guedes não foi feito para a política. Ele é técnico...</p>",https://www.oantagonista.com/brasil/paulo-guedes-nao-foi-feito-para-politica-diz-deputado-psl/
"Ventrículo esquerdo ou direito, Carlos?",Nao possui,Nao possui,04/04/2019 15:38:27,Brasil,"<p>Carlos Bolsonaro acaba de ir ao Twitter dizer que o ""sistema corrupto"" insiste em desgastar seu pai e transformá-lo em mais um ""boneco de ventrículo""...<br><br><img class=""alignnone size-full wp-image-181833"" src=""https://cdn.oantagonista.net/uploads/2019/04/Ventriculo.jpg"" alt="""" width=""609"" height=""492""></p>",https://www.oantagonista.com/brasil/ventriculo-esquerdo-ou-direito-carlos/
A linguagem comunista de Vélez,Nao possui,Nao possui,04/04/2019 15:33:31,Brasil,"<p>Ricardo Vélez quer que o regime militar instalado em 1964 seja chamado nos livros didáticos de ""regime democrático de força""...</p>",https://www.oantagonista.com/brasil/a-linguagem-comunista-de-velez/
Vídeo: quebra-pau na Câmara Municipal de Macapá,Nao possui,Nao possui,04/04/2019 15:28:01,Brasil,"<p>O jornalista amapaense Ney Pantaleão publicou em seu Twitter um pequeno vídeo da eleição para presidente da Câmara Municipal de Macapá...<br><br><img class=""alignnone size-full wp-image-181824"" src=""https://cdn.oantagonista.net/uploads/2019/04/Macapa.jpg"" alt="""" width=""552"" height=""555""></p>",https://www.oantagonista.com/brasil/video-quebra-pau-na-camara-municipal-de-macapa/
Governo diz à ONU que não houve golpe em 1964,Nao possui,Nao possui,04/04/2019 15:18:09,Brasil,"<p>O governo enviou telegrama à ONU negando que houve golpe de Estado no dia 31 de março de 1964 e que a tomada do poder pelos militares contou com o apoio da ""maioria da população""...</p>",https://www.oantagonista.com/brasil/governo-diz-onu-que-nao-houve-golpe-em-1964/
“É o único lugar que não foi investigado ainda”,Nao possui,Nao possui,04/04/2019 15:18:03,Brasil,"<p>Eduardo Girão, do Podemos do Ceará, ocupou a tribuna do Senado há pouco para voltar a defender que as cortes superiores sejam investigadas.<br><br>“Não defendo o fechamento do Supremo. Pelo contrário. Defendo...</p>",https://www.oantagonista.com/brasil/e-o-unico-lugar-que-nao-foi-investigado-ainda/
“O governo só está funcionando onde tem milico”,Nao possui,Nao possui,04/04/2019 15:04:34,Brasil,<p>Um senador que circula bem a Esplanada em razão da frente parlamentar que preside disse a O Antagonista que “o governo só está funcionando...</p>,https://www.oantagonista.com/brasil/o-governo-esta-funcionando-onde-tem-milico/
Petistas celebram adiamento de Toffoli,Nao possui,Nao possui,04/04/2019 14:52:01,Brasil,"<p>Grande parte do PT comemorou a decisão de Dias Toffoli de tirar da pauta do STF o julgamento da ação sobre prisão em segunda instância, informa Caio Junqueira em <strong>Crusoé</strong>...</p>",https://www.oantagonista.com/brasil/petistas-celebram-adiamento-de-toffoli/
"Publicação contra o Hamas é página virada, diz Flávio Bolsonaro",Nao possui,Nao possui,04/04/2019 14:39:53,Mundo,"<p>De volta de Israel, onde fez parte da comitiva do pai, Flávio Bolsonaro disse que sua publicação no Twitter contra o grupo terrorista Hamas --depois apagada-- é ""página virada""...</p>",https://www.oantagonista.com/mundo/publicacao-contra-o-hamas-e-pagina-virada-diz-flavio-bolsonaro/
Relator no Senado quer votar neste mês criminalização do caixa 2,Nao possui,Nao possui,04/04/2019 14:39:24,Brasil,"<p>Um dos relatores do pacote anticrime no Senado, Márcio Bittar (MDB-AC) considera que dá para votar ainda em abril pelo menos uma das propostas, que define melhor o crime de caixa 2...</p>",https://www.oantagonista.com/brasil/relator-no-senado-quer-votar-em-abril-criminalizacao-caixa-2/
Bolsonaro elogia ação da Rota que matou 11 em SP,Nao possui,Nao possui,04/04/2019 14:32:33,Brasil,"<p>No Twitter, Jair Bolsonaro parabenizou a Rota pela ação que deixou mortos pelo menos 11 acusados de assaltar dois bancos em Guararema, na Grande São Paulo...<br><br><img class=""alignnone size-full wp-image-181799"" src=""https://cdn.oantagonista.net/uploads/2019/04/Bolsonaro-Rota.jpg"" alt="""" width=""580"" height=""339""></p>",https://www.oantagonista.com/brasil/bolsonaro-elogia-acao-da-rota-que-matou-11-em-sp/
Operação em Goiás investiga Loverboy e Elvis Presley,Nao possui,Nao possui,04/04/2019 14:25:16,Brasil,"<p>A Operação Decantação, que investiga desvios na Companhia Saneamento de Goiás (Saneago), tem como um dos alvos o empresário Eduardo Henrique de Deus, conhecido como ""Loverboy""...</p>",https://www.oantagonista.com/brasil/operacao-em-goias-investiga-loverboy-e-elvis-presley/
Os 5 votos contra a PEC do Orçamento,Nao possui,Nao possui,04/04/2019 14:14:25,Brasil,"<p>Como registramos, a PEC do Orçamento impositivo foi aprovada ontem à noite no Senado, em dois turnos...</p>",https://www.oantagonista.com/brasil/os-5-votos-contra-pec-orcamento/
Bolsonaro visitará árabes,Nao possui,Nao possui,04/04/2019 14:12:13,Mundo,<p>Ernesto Araújo disse que está elaborando um roteiro de visitas de Jair Bolsonaro a países árabes...</p>,https://www.oantagonista.com/mundo/bolsonaro-visitara-arabes/
AGU contra fundo da Lava Jato,Nao possui,Nao possui,04/04/2019 13:58:26,Brasil,"<p>A Advocacia Geral da União recomendou ao STF a anulação do fundo idealizado pela Lava Jato, que teria ao menos R$ 1,25 bilhão pagos pela Petrobras para projetos anticorrupção...</p>",https://www.oantagonista.com/brasil/agu-contra-fundo-da-lava-jato/
Sergio Moro Oficial,Nao possui,Nao possui,04/04/2019 13:52:27,Internet,"<p>Em menos de quatro horas, o perfil oficial de Sergio Moro no Twitter já ultrapassou a marca dos 122 mil seguidores.<br><br><img class=""alignleft size-full wp-image-181783"" src=""https://cdn.oantagonista.net/uploads/2019/04/moro-oficial.png"" alt="""" width=""713"" height=""366""></p>",https://www.oantagonista.com/internet/sergio-moro-oficial/
Dedo de ouro,Nao possui,Nao possui,04/04/2019 13:46:35,Internet,"<p>O perfil de Jair Bolsonaro no Twitter endossou narrativa de que os liberais estão em êxtase com o ""momento de jacobinismo"" de Paulo Guedes, embora critiquem quando ""um conservador sobe o tom""...</p>",https://www.oantagonista.com/internet/dedo-de-ouro/
A verdadeira razão de Dias Toffoli,Nao possui,Nao possui,04/04/2019 13:38:16,Brasil,"<p>Dias Toffoli adiou o julgamento sobre a prisão de condenados em segunda instância, por medo da repercusssão que uma eventual libertação de Lula poderia ter, dizem jornais...<br><br></p>",https://www.oantagonista.com/brasil/verdadeira-razao-de-dias-toffoli/
Menos é mais,Nao possui,Nao possui,04/04/2019 13:32:22,Brasil,"<p>Gente na cúpula do Exército tenta convencer o vice-presidente, Hamilton Mourão, a evitar os comentários quase diários sobre atos ou palavras do presidente, Jair Bolsonaro...</p>",https://www.oantagonista.com/brasil/menos-e-mais-2/
Procuradores fazem eleição interna em junho,Nao possui,Nao possui,04/04/2019 13:29:04,Brasil,<p>A Associação Nacional dos Procuradores da República marcou para 18 de junho a eleição interna que formará a lista tríplice de indicados a procurador-geral da República...</p>,https://www.oantagonista.com/brasil/procuradores-fazem-eleicao-interna-em-junho/
A pitbull de Guedes,Nao possui,Nao possui,04/04/2019 13:10:08,Brasil,"<p>Daniella Cosentino, assessora especial de Paulo Guedes, salvou o ministro de uma armadilha ontem...</p>",https://www.oantagonista.com/brasil/pitbull-de-guedes/
Presidente do STJ: “Jamais deve o julgador decidir pautado pelo clamor popular”,Nao possui,Nao possui,04/04/2019 13:03:29,Brasil,"<p>Em sessão em comemoração aos 30 anos do STJ, o presidente da Corte, João Otávio de Noronha, disse o seguinte há pouco:<br><br>""A voz da Justiça, sob nenhuma condição, deve submeter-se às expectativas de uma opinião pública assentada no sentimento de um país midiático...</p>",https://www.oantagonista.com/brasil/presidente-stj-jamais-deve-o-julgador-decidir-pautado-pelo-clamor-popular/
Chefe de gabinete de Vélez também saiu,Nao possui,Nao possui,04/04/2019 12:58:39,Brasil,"<p>O Diário Oficial de hoje também traz a demissão da chefe de gabinete do Ministério da Educação, Josie de Jesus...</p>",https://www.oantagonista.com/brasil/chefe-de-gabinete-de-velez-tambem-saiu/
“Com que moral Zeca Dirceu fala em nome dos brasileiros?”,Nao possui,Nao possui,04/04/2019 12:56:04,Brasil,"<p>Em um evento há pouco em São Paulo, João Doria perguntou ""com que moral Zeca Dirceu fala em nome dos brasileiros?"".<br><br>É uma boa pergunta.</p>",https://www.oantagonista.com/brasil/com-que-moral-zeca-dirceu-fala-em-nome-dos-brasileiros/
"“É assim que eles vão agir”, diz Doria sobre a esquerda no debate da reforma da Previdência",Nao possui,Nao possui,04/04/2019 12:53:38,Brasil,"<p>Em um evento do Banco Daycoval, o governador de São Paulo, João Doria, disse hoje que depois de ver a esquerda agindo na CCJ da Câmara, dobará sua aposta na reforma da Previdência...</p>",https://www.oantagonista.com/brasil/e-assim-que-eles-vao-agir-diz-doria-sobre-esquerda-no-debate-da-reforma-da-previdencia/
O Irã não quer a reforma da Previdência de Guedes,Nao possui,Nao possui,04/04/2019 12:50:23,Internet,<p>Levantamento do desempenho da tag #TchutchucaDosBanqueiros no Twitter indica forte impulsionamento por IPs localizados no Irã...</p>,https://www.oantagonista.com/internet/o-ira-nao-quer-reforma-da-previdencia-de-guedes/
“A esquerda se apropria de narrativas e as coloca como verdade absoluta”,Nao possui,Nao possui,04/04/2019 12:50:12,Brasil,"<p>Ainda no evento da construção civil, em São Paulo, o secretário especial da Previdência, Rogério Marinho, aproveitou para desmascarar a falaciosa narrativa da esquerda sobre a reforma...</p>",https://www.oantagonista.com/brasil/esquerda-se-apropria-de-narrativas-e-coloca-como-verdade-absoluta/
A serenidade de Guedes,Nao possui,Nao possui,04/04/2019 12:47:50,Brasil,"<p>Em um evento da construção civil, em São Paulo, Rogério Marinho disse hoje que o ministro Paulo Guedes ""deu resposta altiva...</p>",https://www.oantagonista.com/brasil/serenidade-de-guedes/
Quem quer?,Nao possui,Nao possui,04/04/2019 12:35:46,Brasil,"<p><strong>O Antagonista </strong>soube que Bruno Garschagen recebeu uma oferta de trabalho bem mais interessante, por isso deixou o MEC. Atualmente, qualquer coisa é mais interessante.</p>",https://www.oantagonista.com/brasil/quem-quer/
Barroso e Fachin criticam colegas que desrespeitam decisão sobre 2ª instância,Nao possui,Nao possui,04/04/2019 12:35:28,Brasil,"<p>Na sessão da manhã de hoje no TSE, os ministros Luís Roberto Barroso e Edson Fachin, também do STF, criticaram decisões individuais de colegas que soltam condenados na segunda instância.<br><br>""Nas democracias maduras, uma vez fixada uma tese jurídica pela Suprema Corte...</p>",https://www.oantagonista.com/brasil/barroso-e-fachin-criticam-colegas-que-desrespeitam-decisao-sobre-2a-instancia/
Moro: “O que vimos no passado foi uma quase total omissão”,Nao possui,Nao possui,04/04/2019 12:31:02,Brasil,"<p>Sergio Moro, ao participar da abertura da reunião do Grupo Nacional de Combate às Organizações Criminosas, na Procuradoria de Justiça Militar, criticou há pouco...</p>",https://www.oantagonista.com/brasil/moro-o-que-vimos-no-passado-foi-uma-quase-total-omissao/
Alckmin: “Não há nenhum tipo de troca”,Nao possui,Nao possui,04/04/2019 12:20:37,Brasil,"<p>Geraldo Alckmin saiu do encontro com Jair Bolsonaro sem manifestar grande entusiasmo:<br><br>""O importante na reforma é idade mínima e tempo de transição...</p>",https://www.oantagonista.com/brasil/alckmin-aquilo-que-gente-entender-que-nao-e-justo-votaremos-contra/
"“Se fosse na semana passada, seria uma catástrofe”",Nao possui,Nao possui,04/04/2019 12:17:58,Brasil,"<p>O líder do PR, Wellington Roberto, disse a <strong>O Antagonista</strong> que o adiamento da ida de Paulo Guedes à CCJ não foi capaz de amenizar os ânimos na Câmara.<br><br>""Se fosse na semana passada, seria uma catástrofe. Ontem, não foi bom...</p>",https://www.oantagonista.com/brasil/se-fosse-na-semana-passada-seria-uma-catastrofe/
Tucano cotado para o MEC?,Nao possui,Nao possui,04/04/2019 12:07:25,Brasil,"<p>Em Brasília, corre nos bastidores que Izalci Lucas, senador pelo PSDB do Distrito Federal, poderia vir a assumir o Ministério da Educação, em uma eventual queda de Ricardo Vélez...</p>",https://www.oantagonista.com/brasil/tucano-cotado-para-o-mec/
Qual é o seu partido?,Nao possui,Nao possui,04/04/2019 11:40:37,Brasil,"<p>Jair Bolsonaro vai se reunir com os presidentes dos partidos, mas os partidos não existem mais...<br><br><img class=""alignnone size-medium wp-image-181722"" src=""https://cdn.oantagonista.net/uploads/2019/04/Schermata-2019-04-04-alle-16.29.11-562x353.png"" alt="""" width=""562"" height=""353""></p>",https://www.oantagonista.com/brasil/qual-e-o-seu-partido/
“Ele não tem que fazer perguntas para o Parlamento”,Nao possui,Nao possui,04/04/2019 11:35:24,Brasil,"<p><strong>O Antagonista</strong> enviou a deputados da oposição que compõem a CCJ as perguntas feitas ontem por Paulo Guedes e que, na confusão, acabaram ficando sem respostas.<br><br>Por exemplo: Por que não botaram imposto sobre dividendos, não cortaram dividendos?...</p>",https://www.oantagonista.com/brasil/ele-nao-tem-que-fazer-perguntas-para-o-parlamento/
"Militares vão pressionar mais pela saída de Vélez, diz jornal",Nao possui,Nao possui,04/04/2019 11:15:46,Brasil,"<p>A Folha de S. Paulo diz que, ""numa ironia"", a defesa do ministro da Educação, Ricardo Vélez, de que os livros escolares precisam ensinar que não houve golpe em 1964...</p>",https://www.oantagonista.com/brasil/militares-vao-pressionar-mais-pela-saida-de-velez-diz-jornal/
"“Deu para entender?”, provoca secretário",Nao possui,Nao possui,04/04/2019 11:06:16,Brasil,"<p>Marcos Cintra, secretário especial da Receita, voltou ao Twitter para explicar a mensagem publicada ontem, quando ele escreveu que Paulo Guedes...<br><br><img class=""alignleft size-full wp-image-181713"" src=""https://cdn.oantagonista.net/uploads/2019/04/cintra.png"" alt="""" width=""573"" height=""210""></p>",https://www.oantagonista.com/brasil/deu-para-entender-provoca-secretario/
Marinho diz que CCJ ‘não teve o melhor dos desfechos’,Nao possui,Nao possui,04/04/2019 10:59:22,Brasil,"<p>Na saída de um evento da construção civil em São Paulo, o secretário especial da Previdência, Rogério Marinho, disse há pouco que a sessão da CCJ da Câmara ontem ""não teve o melhor dos desfechos"".<br><br>Mas a avaliação dele da participação de Paulo Guedes é positiva...</p>",https://www.oantagonista.com/brasil/marinho-diz-que-ccj-nao-teve-o-melhor-dos-desfechos/
Moro no Twitter,Nao possui,Nao possui,04/04/2019 10:53:14,Brasil,"<p>Sergio Moro se rendeu ao Twitter.<br><br>O ministro da Justiça diz que usará a rede social para explicar o pacote anticrime e outras medidas da pasta.<br><br><img class=""alignleft size-full wp-image-181707"" src=""https://cdn.oantagonista.net/uploads/2019/04/moro.png"" alt="""" width=""598"" height=""224""></p>",https://www.oantagonista.com/brasil/moro-no-twitter/
PSD não integrará base de Bolsonaro,Nao possui,Nao possui,04/04/2019 10:37:04,Brasil,"<p>Gilberto Kassab, presidente do PSD, deixou o encontro com Jair Bolsonaro, no Palácio do Planalto, reafirmando que o partido não fechará questão sobre a reforma da Previdência...</p>",https://www.oantagonista.com/brasil/psd-nao-integrara-base-de-bolsonaro/
A decisão de Toffoli que adiou o julgamento da prisão na 2ª instância,Nao possui,Nao possui,04/04/2019 10:32:05,Brasil,"<p>Dias Toffoli retirou da pauta o julgamento da prisão em segunda instância, como registramos...<br><br><img class=""alignleft size-medium wp-image-181700"" src=""https://cdn.oantagonista.net/uploads/2019/04/STF-1-289x353.png"" alt="""" width=""289"" height=""353""></p>",https://www.oantagonista.com/brasil/decisao-de-toffoli-que-adiou-o-julgamento-da-prisao-na-2a-instancia/
"Enquanto isso, a selvageria no Rio",Nao possui,Nao possui,04/04/2019 10:26:19,Sociedade,"<p>Roberto Almeida, espancado por outros torcedores no meio da rua em Copacabana ontem, continua internado em estado grave.<br><br>O homem levou uma surra com socos, pontapés, pauladas e garrafadas na cabeça, quando flamenguistas se confrontaram com torcedores do Peñarol...</p>",https://www.oantagonista.com/sociedade/enquanto-isso-selvageria-no-rio/
Deputado rebate secretário da Receita,Nao possui,Nao possui,04/04/2019 10:20:50,Brasil,"<p>Daniel Coelho, líder do Cidadania (ex-PPS) na Câmara, rebateu no Twitter o secretário especial da Receita, Marcos Cintra, que escreveu que Paulo Guedes...</p>",https://www.oantagonista.com/brasil/deputado-rebate-secretario-da-receita/
Bolsonaro cai,Nao possui,Nao possui,04/04/2019 10:17:17,Brasil,"<p>A aprovação do governo de Jair Bolsonaro continua em queda.<br><br>Segundo a pesquisa do Atlas Político, ele é bom ou ótimo para 30,5% do eleitorado, regular para 32,4% e ruim ou péssimo para 31,2%...<br><br><img class=""alignnone size-medium wp-image-181691"" src=""https://cdn.oantagonista.net/uploads/2019/04/Schermata-2019-04-04-alle-15.17.34-572x353.png"" alt="""" width=""572"" height=""353""></p>",https://www.oantagonista.com/brasil/bolsonaro-cai-2/
Sergio Moro é a figura mais popular do Brasil,Nao possui,Nao possui,04/04/2019 10:10:42,Brasil,"<p>Sergio Moro é - disparado - a figura mais popular do Brasil.<br><br>A pesquisa do Atlas Político, encomendada pelo El País, revela que 61,5% dos brasileiros têm uma imagem positiva dele...<br><br><img class=""alignnone size-medium wp-image-181685"" src=""https://cdn.oantagonista.net/uploads/2019/04/Schermata-2019-04-04-alle-15.04.41-552x353.png"" alt="""" width=""552"" height=""353""></p>",https://www.oantagonista.com/brasil/sergio-moro-e-figura-mais-popular-brasil/
Zeca Dirceu: “As questões dele não merecem respostas”,Nao possui,Nao possui,04/04/2019 10:07:41,Brasil,"<p><strong>O Antagonista</strong> enviou a deputados da oposição que compõem a CCJ as perguntas feitas ontem por Paulo Guedes e que, na confusão, acabaram ficando sem respostas.<br><br>Por exemplo: Por que não botaram imposto sobre dividendos, não cortaram dividendos?...</p>",https://www.oantagonista.com/brasil/zeca-dirceu-questoes-dele-nao-merecem-respostas/
“A opinião a favor da prisão de Lula se cristalizou”,Nao possui,Nao possui,04/04/2019 10:04:35,Brasil,"<p>Pesquisa encomendada pelo El País revela que 59,5% dos brasileiros possuem uma imagem negativa de Lula...</p>",https://www.oantagonista.com/brasil/opiniao-favor-da-prisao-de-lula-se-cristalizou/
"Prisão de Lula tem o apoio de 57,9% dos brasileiros",Nao possui,Nao possui,04/04/2019 10:00:22,Brasil,"<p>Uma pesquisa encomendada pelo El País mostra que 57,9% dos brasileiros defendem a prisão de Lula...<br><br><img class=""alignnone size-medium wp-image-181679"" src=""https://cdn.oantagonista.net/uploads/2019/04/Schermata-2019-04-04-alle-14.56.33-575x353.png"" alt="""" width=""575"" height=""353""></p>",https://www.oantagonista.com/brasil/prisao-de-lula-tem-o-apoio-de-579-dos-brasileiros/
Ciro: “A esquerda antiga cai como um patinho”,Nao possui,Nao possui,04/04/2019 09:41:56,Brasil,"<p>Ciro Gomes disse ao Estadão:<br><br>""Tenho uma tese de que o Bolsonaro está muito bem orientado sob o ponto de vista da marquetagem...</p>",https://www.oantagonista.com/brasil/ciro-esquerda-antiga-cai-como-um-patinho/
Toffoli retira da pauta a prisão em segunda instância,Nao possui,Nao possui,04/04/2019 09:35:32,Brasil,<p>Dias Toffoli retirou da pauta o julgamento da prisão em segunda instância...<br><br></p>,https://www.oantagonista.com/brasil/toffoli-retira-da-pauta-prisao-em-segunda-instancia/
Deputado ataca a Lava Jato: “Enterrou o país”,Nao possui,Nao possui,04/04/2019 09:30:56,Brasil,"<p>O deputado Ricardo Barros, do PP do Paraná, atacou a Lava Jato durante a sessão de ontem da Comissão de Fiscalização Financeira e Controle da Câmara.<br><br>O ex-ministro da Saúde falou em ""castelo de areia""...</p>",https://www.oantagonista.com/brasil/deputado-ataca-lava-jato-enterrou-o-pais/
A estratégia de Collor,Nao possui,Nao possui,04/04/2019 09:00:26,Brasil,"<p><strong>O Antagonista</strong> descobriu quais são os <strong>""motivos pessoais""</strong> que levaram Fernando Collor a se afastar do Senado por quatro meses.<br><br>Trata-se de uma estratégia, claro...</p>",https://www.oantagonista.com/brasil/estrategia-de-collor/
“Congresso tem o poder de enterrar mais uma reforma”,Nao possui,Nao possui,04/04/2019 08:58:28,Economia,"<p>Míriam Leitão não descarta que a reforma possa ser enterrada:<br><br>“O governo deu um presente a quem quer argumentos demagógicos para se opor à reforma, quando propôs mudanças no BPC...</p>",https://www.oantagonista.com/economia/congresso-tem-o-poder-de-enterrar-mais-uma-reforma/
Toffoli deve adiar soltura de Lula,Nao possui,Nao possui,04/04/2019 08:32:13,Brasil,<p>“Dias Toffoli deve formalizar nesta quinta-feira a decisão de adiar o julgamento de ação sobre a prisão após condenação em segunda instância”...</p>,https://www.oantagonista.com/brasil/toffoli-deve-adiar-soltura-de-lula/
Juventude do PSDB anuncia caravana pelo Nordeste,Nao possui,Nao possui,04/04/2019 08:30:38,Brasil,"<p>Nas próximas semanas, antes da convenção marcada para maio que escolherá o novo presidente do partido, a Juventude do PSDB vai colocar o pé na estrada...</p>",https://www.oantagonista.com/brasil/juventude-psdb-anuncia-caravana-pelo-nordeste/
“Colaboração fraterna”,Nao possui,Nao possui,04/04/2019 08:26:47,Brasil,<p>Ricardo Vélez Rodríguez está nas mãos dos militares...</p>,https://www.oantagonista.com/brasil/colaboracao-fraterna/
Garschagen é exonerado,Nao possui,Nao possui,04/04/2019 08:20:43,Brasil,"<p>A Casa Civil exonerou Bruno Garschagen, um dos principais assessores de Ricardo Vélez Rodríguez.<br><br></p>",https://www.oantagonista.com/brasil/garschagen-e-exonerado/
“Não querem que o sangue corra pelas ruas?”,Nao possui,Nao possui,04/04/2019 08:14:12,Brasil,"<p>O general Luiz Eduardo Rocha Paiva, na revista do Clube Militar, alerta que o sangue pode correr pelas ruas...</p>",https://www.oantagonista.com/brasil/nao-querem-que-o-sangue-corra-pelas-ruas/
Coisa de “tchutchuca” petista,Nao possui,Nao possui,04/04/2019 08:10:00,Brasil,"<p>Depois que Zeca Dirceu chamou Paulo Guedes de ""tchutchuca"" e ouviu do ministro que ""tchutchuca era a mãe, a avó e a família"" do petista, a confusão na CCJ da Câmara continuou...<br><br></p>",https://www.oantagonista.com/brasil/coisa-de-tchutchuca-petista/
Maria do Rosário manda bloquear assessora de Guedes,Nao possui,Nao possui,04/04/2019 08:05:31,Brasil,"<p>Maria do Rosário mandou a Polícia Legislativa bloquear a assessora de Paulo Guedes, Daniella Consentino...</p>",https://www.oantagonista.com/brasil/maria-rosario-manda-reter-assessora-de-guedes/
O primeiro ministro de tribunal superior a ser escolhido por Bolsonaro,Nao possui,Nao possui,04/04/2019 08:02:54,Brasil,"<p>Wilson Fernandes, do TRT da 2a Região, Francisco Rossi, do TRT da 4a Região, e Evandro Valadão, do TRT 1a Região, compõem a lista tríplice para uma vaga no Tribunal Superior Eleitoral...</p>",https://www.oantagonista.com/brasil/o-primeiro-ministro-de-tribunal-superior-ser-escolhido-por-bolsonaro/
Mourão “sente o cheiro do poder”,Nao possui,Nao possui,04/04/2019 07:56:27,Brasil,"<p>O vice-líder do governo na Câmara, Marco Feliciano, disse a O Globo, que Hamilton Mourão ""está sentido o cheiro do poder, o gosto do poder, e ele então começa a minar a autoridade presidencial""...</p>",https://www.oantagonista.com/brasil/mourao-sente-o-cheiro-poder/
Presidente da Apex é barrado por seus diretores,Nao possui,Nao possui,04/04/2019 07:51:28,Brasil,<p>O presidente da Apex não pode mais transitar pela Apex.<br><br>É o resultado da nova guerra entre bolsonaristas...</p>,https://www.oantagonista.com/brasil/presidente-da-apex-e-barrado-por-seus-diretores/
“Empresários começam a dar sinais de impaciência ou irritação”,Nao possui,Nao possui,04/04/2019 07:32:25,Economia,"<p>Para Vinicius Torres Freire, “o sururu entre os deputados e Paulo Guedes não vai dar em nada: é sintoma, não motivo...</p>",https://www.oantagonista.com/economia/empresarios-comecam-dar-sinais-de-impaciencia-ou-irritacao/
PSL vai ao Supremo para afrouxar Lei de Responsabilidade Fiscal do Esporte,Nao possui,Nao possui,04/04/2019 07:30:58,Brasil,"<p>O Partido Social Liberal pediu ao STF para declarar inconstitucionais vários pontos de uma lei aprovada em 2015 que salvou clubes de futebol endividados, em troca de maior fiscalização do governo sobre a gestão deles e das associações do setor...</p>",https://www.oantagonista.com/brasil/psl-vai-ao-supremo-para-afrouxar-lei-de-responsabilidade-fiscal-esporte/
